	canonical_smiles	molecule_chembl_id	pchembl_value	standard_type	interval
1104	NC(=S)N\N=C(\c1cccc(Br)c1)/c2cc(O)cc(Br)c2	CHEMBL1271493	6.63	IC50	B
1105	COc1ccc(cc1O)\C(=N/NC(=S)N)\c2cc(OC)c(OC)c(OC)c2	CHEMBL1271602	5.44	IC50	A
1106	NC(=S)N\N=C(\c1cccc(Br)c1)/c2sccc2Br	CHEMBL1269659	6.43	IC50	B
1107	NC(=S)N\N=C(\c1cccc(Br)c1)/c2cc(Br)cs2	CHEMBL1269660	6.09	IC50	B
1108	NC(=S)N\N=C(\c1cccc(Br)c1)/c2ccc(Br)s2	CHEMBL1269713	6.03	IC50	B
1109	NC(=S)N\N=C(/c1cccnc1)\c2cccc(Br)c2	CHEMBL1269715	6.0	IC50	B
1110	NC(=S)N\N=C(\c1cccc(Br)c1)/c2ccc3CCCCc3c2	CHEMBL1271603	5.01	IC50	A
1111	NC(=S)N\N=C(/Cc1ccccc1)\c2ccccc2	CHEMBL1269810	5.27	IC50	A
1112	CCC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C(=O)C(=O)Nc2cc[nH]n2	CHEMBL1289305	6.05	IC50	B
1113	CC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)Nc3ccn(C)n3	CHEMBL1289644	6.32	IC50	B
1114	CCC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)Nc3ccn(C)n3	CHEMBL1289645	6.85	IC50	B
1115	CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N	CHEMBL1289440	6.01	IC50	B
1116	CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N	CHEMBL1289441	5.42	IC50	A
1117	CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](CC(F)(F)F)C#N	CHEMBL1289553	5.58	IC50	A
1118	CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccncc3)C#N	CHEMBL1289660	6.66	IC50	B
1119	CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccc(cc3F)C#N)C#N	CHEMBL1288523	7.31	IC50	B
1120	CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@H](Cc3ccc(cc3F)C#N)C#N	CHEMBL1288524	6.15	IC50	B
1121	CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)C3(CC3)C(=O)N)C(F)(F)F)C(=O)N[C@@H](Cc4ccccc4)C#N	CHEMBL1288525	6.37	IC50	B
1122	CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)C3(CC3)C(=O)N4CCOCC4)C(F)(F)F)C(=O)N[C@@H](Cc5ccccc5)C#N	CHEMBL1288526	5.96	IC50	A
1123	CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)[C@@H](O)C(F)F)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N	CHEMBL1288527	5.96	IC50	A
1124	CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)c3ccncc3)C(F)(F)F)C(=O)N[C@@H](Cc4ccccc4)C#N	CHEMBL1288528	6.36	IC50	B
1125	CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2cn[nH]c2)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N	CHEMBL1289764	6.42	IC50	B
1126	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N	CHEMBL399361	6.93	IC50	B
1127	CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC3CC3)C(=O)N[C@@H](Cc4ccccc4)C#N)C(F)(F)F	CHEMBL1289988	5.28	IC50	A
1128	CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(Cl)Cl)C(=O)N[C@@H](Cc3ccccc3)C#N)C(F)(F)F	CHEMBL1290084	7.38	IC50	B
1129	CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc4ccccc4)C#N)C(F)(F)F	CHEMBL1288529	6.34	IC50	B
1130	CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N	CHEMBL1290191	6.2	IC50	B
1131	CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](C3CC3)C(=O)N[C@@H](Cc4ccccc4)C#N)C(F)(F)F	CHEMBL1290303	6.12	IC50	B
1132	CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccc(cc3F)C#N)C#N	CHEMBL1288530	6.92	IC50	B
1133	CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)C3(CC3)C(=O)N)C(F)(F)F)C(=O)N[C@@H](Cc4ccc(cc4F)C#N)C#N	CHEMBL1288531	7.01	IC50	B
1134	CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)[C@@H](O)C(F)F)C(F)(F)F)C(=O)N[C@@H](Cc3ccc(cc3F)C#N)C#N	CHEMBL1288532	5.97	IC50	A
1135	COc1cc(NC(=O)CSc2nc3c(C)ccc(C)c3cc2C)c(cc1OC)C(=O)O	CHEMBL1462218	4.23	IC50	A
1136	OC(=O)C(Cc1ccccc1)N2C(=S)S\C(=C/c3cccc4ccccc34)\C2=O	CHEMBL1567424	4.55	IC50	A
1137	O=C(NN1C(=S)S\C(=C\2/C(=O)Nc3ccccc23)\C1=O)c4cccnc4	CHEMBL1350793	4.37	IC50	A
1138	Oc1cccc(c1)C(=O)NN2C(=S)S\C(=C\3/C(=O)Nc4ccccc34)\C2=O	CHEMBL1603238	4.5	IC50	A
1139	O=C(NN1C(=S)S\C(=C\2/C(=O)Nc3ccccc23)\C1=O)c4ccccc4	CHEMBL1525897	4.42	IC50	A
1140	CN(C#N)N(C)C(=O)CNC(=O)OCc1ccccc1	CHEMBL1651240	6.07	Ki	B
1141	C[C@H](NC(=O)OCc1ccccc1)C(=O)N(C)N(C)C#N	CHEMBL1651241	6.32	Ki	B
1142	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N(C)N(C)C#N	CHEMBL1651242	8.82	Ki	C
1143	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N(C)N(C)C#N	CHEMBL608115	9.05	Ki	C
1144	CN(C#N)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2	CHEMBL604281	9.8	Ki	C
1145	CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N(C)N(C)C#N	CHEMBL1651351	8.59	Ki	C
1146	CN(C#N)N(C)C(=O)[C@H](CC1CCCCC1)NC(=O)OCc2ccccc2	CHEMBL1651352	9.4	Ki	C
1147	CN(C#N)N(C)C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OCc2ccccc2	CHEMBL1651353	9.44	Ki	C
1148	CC(C)C[C@H](NC(=O)NCc1ccccc1)C(=O)N(C)N(C)C#N	CHEMBL1651354	9.41	Ki	C
1149	CC(C)C[C@H](NC(=O)Nc1ccccc1)C(=O)N(C)N(C)C#N	CHEMBL1651355	10.35	Ki	nan
1150	CC(C)C[C@H](NC(=O)NCc1ccc(cc1)c2noc(C)n2)C(=O)N(C)N(C)C#N	CHEMBL1651356	8.85	Ki	C
1151	CC(C)C[C@H](NC(=O)NCc1ccc(cc1)c2noc(n2)c3cccs3)C(=O)N(C)N(C)C#N	CHEMBL1651357	8.96	Ki	C
1152	CC(C)C[C@H](NC(=O)Nc1ccc(cc1)c2noc(C)n2)C(=O)N(C)N(C)C#N	CHEMBL1651349	8.7	Ki	C
1153	CC(C)C[C@H](NC(=O)Nc1ccc(cc1)c2noc(n2)c3cccs3)C(=O)N(C)N(C)C#N	CHEMBL1651350	8.36	Ki	C
1154	CC(C)C[C@H](NC(=O)Nc1ccc(cc1)c2noc(n2)c3cccs3)C(=O)NCC#N	CHEMBL1651358	5.33	Ki	A
1155	CC(C)C[C@H](NC(=O)c1ccc(cc1)c2noc(n2)c3cccs3)C(=O)NCC#N	CHEMBL1651359	6.03	Ki	B
1156	CC(C)C[C@H](NC(=O)c1ccc(cc1)c2noc(n2)c3cccs3)C(=O)N(C)N(C)C#N	CHEMBL1651361	9.66	Ki	C
1157	CC(C)C[C@H](N(C)C(=O)c1ccc(cc1)c2noc(n2)c3cccs3)C(=O)N(C)N(C)C#N	CHEMBL1651362	5.57	Ki	A
1158	N#CN1CCC(CCc2ccccc2)C1	CHEMBL1672419	6.2	IC50	B
1159	N#CN1CCCC1	CHEMBL262697	5.8	IC50	A
1160	O=C(N[C@@H]1CCN(C1)C#N)Nc2ccccc2	CHEMBL1672424	5.9	IC50	A
1161	Brc1cccc(c1)S(=O)(=O)N[C@@H]2CCN(C2)C#N	CHEMBL1672425	7.4	IC50	B
1162	COc1ccc(OC)c(c1)S(=O)(=O)N[C@@H]2CCN(C2)C#N	CHEMBL1672426	5.9	IC50	A
1163	Brc1ccc(Br)c(c1)S(=O)(=O)N[C@@H]2CCN(C2)C#N	CHEMBL1672427	7.6	IC50	B
1164	Brc1cccc(c1)S(=O)(=O)N[C@@H]2CCN(C2)C=O	CHEMBL1672428	4.9	IC50	A
1165	C[C@@H]1C[C@H](CN1C#N)NS(=O)(=O)c2cccc(Br)c2	CHEMBL1672430	5.6	IC50	A
1166	C[C@H]1C[C@H](CN1C#N)NS(=O)(=O)c2cccc(Br)c2	CHEMBL1672432	5.5	IC50	A
1167	COc1ccc(OC)c(c1)S(=O)(=O)N[C@@H]2C[C@H](C)N(C2)C#N	CHEMBL1672433	5.5	IC50	A
1168	C[C@H]1C[C@H](CN1C#N)NS(=O)(=O)c2cc(Br)ccc2Br	CHEMBL1672434	6.3	IC50	B
1169	O=C(N[C@H]1CCCN(CC1=O)S(=O)(=O)c2ccccn2)[C@H](Cc3ccc4ccccc4c3)NC(=O)c5cccc6ccccc56	CHEMBL194643	9.37	Ki	C
1170	CC(C)C[C@H](NC(=O)c1oc2ccc(OCCN3CCOCC3)cc2c1)C(=O)N[C@H]4CCCN(CC4=O)C(=O)Cc5cccc(c5)c6ccccn6	CHEMBL284939	8.92	Ki	C
1171	C[C@@H]1CC[C@H](NC(=O)[C@H](CC2=CCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4	CHEMBL1807645	8.42	IC50	C
1172	C[C@@H]1CC[C@H](NC(=O)[C@H](CC2CCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4	CHEMBL1807646	8.32	IC50	C
1173	C[C@@H]1CC[C@H](NC(=O)[C@H](CC2CCCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4	CHEMBL1807647	8.92	IC50	C
1174	CC(C)C[C@H](NC(=O)c1occc1)C(=O)N[C@H]2CC[C@@H](C)N(CC2=O)S(=O)(=O)c3ccccn3	CHEMBL1807649	9.28	IC50	C
1175	C[C@@H]1CC[C@H](NC(=O)[C@H](CC(C)(C)C)NC(=O)c2occc2)C(=O)CN1S(=O)(=O)c3ccccn3	CHEMBL1807650	7.94	IC50	B
1176	C[C@@H]1CC[C@H](NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4	CHEMBL1807651	7.65	IC50	B
1177	C[C@@H]1CC[C@H](NC(=O)[C@H](CC2(C)CCCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4	CHEMBL1807652	7.5	IC50	B
1178	C[C@@H]1CC[C@H](NC(=O)[C@@H](CC2(C)CCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4	CHEMBL1807695	5.36	IC50	A
1179	C[C@@H]1CC[C@H](NC(=O)[C@@H](CC2(C)CCCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4	CHEMBL1807696	5.77	IC50	A
1180	C[C@@H]1CC[C@H](NC(=O)[C@H](CCC2CCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4	CHEMBL1807697	7.97	IC50	B
1181	CC1CCC(C[C@H](NC(=O)c2occc2)C(=O)N[C@H]3CC[C@@H](C)N(CC3=O)S(=O)(=O)c4ccccn4)CC1	CHEMBL1807698	9.0	IC50	C
1182	C[C@@H]1CC[C@H](NC(=O)[C@H](CC2CCC(C)(C)CC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4	CHEMBL1807699	7.23	IC50	B
1183	C[C@@H]1CC[C@H](NC(=O)[C@H](CCC2CCCC2)NC(=O)N3CCOCC3)C(=O)CN1S(=O)(=O)c4ccccn4	CHEMBL1807700	7.97	IC50	B
1184	C[C@@H]1CC[C@H](NC(=O)[C@H](CC2(C)CCCCC2)NC(=O)N3CCOCC3)C(=O)CN1S(=O)(=O)c4ccccn4	CHEMBL1807701	7.31	IC50	B
1185	C[C@@H]1CC[C@H](NC(=O)[C@H](CC23CCC(CC2)C3(C)C)NC(=O)N4CCOCC4)C(=O)CN1S(=O)(=O)c5ccccn5	CHEMBL1807702	6.86	IC50	B
1186	C[C@@H]1CC[C@H](NC(=O)[C@H](CC2(C)CCCCC2)NC(=O)c3occc3)C(=O)CN1C(=O)c4ccccn4	CHEMBL1807703	6.37	IC50	B
1187	CC(C)C[C@H](NC(=O)c1occc1)C(=O)N[C@H]2CC[C@@H](C)N(CC2=O)C(=O)c3ccccn3	CHEMBL1807704	8.0	IC50	C
1188	CC(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c3ccccc3)c4ccccc14	CHEMBL509518	5.07	Ki	A
1189	CC(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c3ccccc3)c4ccccc14	CHEMBL509518	5.23	Ki	A
1190	CC(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(C)c3ccccc13	CHEMBL1952264	4.09	Ki	A
1191	Clc1cccc(SCC2CCCCC2C(=O)NCC#N)c1	CHEMBL2037484	5.44	IC50	A
1192	O=C(NCC#N)C1CCCCC1CSc2ccccc2	CHEMBL2037485	4.58	IC50	A
1193	Oc1cc(nc2ccccc12)c3ccccc3	CHEMBL277148	5.58	IC50	A
1194	O=C1C=C(Nc2ccccc12)c3occc3	CHEMBL2042442	5.58	IC50	A
1195	CCc1ccc(cc1)C2=CC(=O)c3ccccc3N2	CHEMBL2042444	4.8	IC50	A
1196	CCCCOc1ccc(cc1)C2=CC(=O)c3ccccc3N2	CHEMBL2042445	5.07	IC50	A
1197	CCCCc1ccc(cc1)C2=CC(=O)c3ccccc3N2	CHEMBL2042446	5.8	IC50	A
1198	CCCCCCCCCCCC1=CC(=O)c2ccccc2N1	CHEMBL2042447	5.54	IC50	A
1199	Fc1ccc(cc1)C2=CC(=O)c3ccccc3N2	CHEMBL2042448	4.7	IC50	A
1200	Cc1ccc(cc1)c2cc(O)c3ccccc3n2	CHEMBL1353974	4.82	IC50	A
1201	CCCCCCc1ccc(cc1)C2=CC(=O)c3ccccc3N2	CHEMBL2042449	5.05	IC50	A
1202	OC(=O)c1ccccc1Nc2cccc(OCc3ccccc3)c2	CHEMBL2042450	5.14	IC50	A
1203	COc1cc(Nc2ccccc2C(=O)O)ccc1OCc3ccccc3	CHEMBL2042451	4.58	IC50	A
1204	OC(=O)c1cc(ccc1Nc2cccc(OCc3ccccc3)c2)[N+](=O)[O-]	CHEMBL2042452	5.6	IC50	A
1205	OC(=O)c1cc2ccccc2cc1Nc3ccc(OCc4ccccc4)c(c3)[N+](=O)[O-]	CHEMBL2042454	5.54	IC50	A
1206	OC(=O)c1cc(F)c(F)cc1Nc2ccc(OCc3ccccc3)c(c2)[N+](=O)[O-]	CHEMBL2042457	5.14	IC50	A
1207	OC(=O)c1cc(F)c(F)cc1Nc2ccc(OCc3ccccc3)cc2	CHEMBL2042458	5.5	IC50	A
1208	OC(=O)c1ccccc1Nc2ccc(OCc3ccccc3)c(c2)[N+](=O)[O-]	CHEMBL2042459	5.24	IC50	A
1209	COc1ccc(Nc2ccc(cc2C(=O)O)[N+](=O)[O-])cc1	CHEMBL2042460	4.35	IC50	A
1210	OC(=O)c1cc(ccc1Nc2ccccc2)[N+](=O)[O-]	CHEMBL1621187	4.37	IC50	A
1211	COc1cc(Nc2cc3ccccc3cc2C(=O)O)ccc1OCc4ccccc4	CHEMBL2042461	5.68	IC50	A
1212	COc1cc(C(=O)O)c(Nc2ccc(OCc3ccccc3)c(c2)[N+](=O)[O-])c(OC)c1OC	CHEMBL2042463	4.74	IC50	A
1213	COc1cc(Nc2cc(F)c(F)cc2C(=O)O)ccc1OCc3ccccc3	CHEMBL2042464	4.96	IC50	A
1214	O=C1c2ccccc2Nc3cc(OCc4ccccc4)ccc13	CHEMBL2042465	5.41	IC50	A
1215	COc1ccc2Nc3ccc(cc3C(=O)c2c1)[N+](=O)[O-]	CHEMBL2042466	5.8	IC50	A
1216	[O-][N+](=O)c1ccc2Nc3ccccc3C(=O)c2c1	CHEMBL2042467	5.17	IC50	A
1217	COc1cc2Nc3cc(F)c(F)cc3C(=O)c2cc1OCc4ccccc4	CHEMBL2042468	4.71	IC50	A
1218	COc1cc2Nc3ccccc3C(=O)c2cc1OCc4ccccc4	CHEMBL2040867	5.96	IC50	A
1219	[O-][N+](=O)c1ccc2Nc3cc(OCc4ccccc4)ccc3C(=O)c2c1	CHEMBL2042469	4.89	IC50	A
1220	[O-][N+](=O)c1ccc2Nc3ccc(OCc4ccccc4)cc3C(=O)c2c1	CHEMBL2042470	6.3	IC50	B
1221	Fc1cc2Nc3ccc(OCc4ccccc4)cc3C(=O)c2cc1F	CHEMBL2042471	5.82	IC50	A
1222	CCCCc1ccc(cc1)C2=CC(=O)c3ccccc3N2	CHEMBL2042446	5.82	Ki	A
1223	OC(=O)c1cc2ccccc2cc1Nc3ccc(OCc4ccccc4)c(c3)[N+](=O)[O-]	CHEMBL2042454	5.72	Ki	A
1224	COc1cc(Nc2cc3ccccc3cc2C(=O)O)ccc1OCc4ccccc4	CHEMBL2042461	5.72	Ki	A
1225	O=C1c2ccccc2Nc3cc(OCc4ccccc4)ccc13	CHEMBL2042465	6.05	Ki	B
1226	[O-][N+](=O)c1ccc2Nc3ccc(OCc4ccccc4)cc3C(=O)c2c1	CHEMBL2042470	6.7	Ki	B
1227	NC(=S)N\N=C\1/CCSc2ccc(F)cc12	CHEMBL2062895	6.13	IC50	B
1228	NC(=S)N\N=C\1/CCSc2ccc(Cl)cc12	CHEMBL1999161	6.64	IC50	B
1229	NC(=S)N\N=C\1/CCSc2ccc(Br)cc12	CHEMBL2062896	6.82	IC50	B
1230	NC(=S)N\N=C\1/CCSc2cc(F)c(F)cc12	CHEMBL2062897	7.34	IC50	B
1231	NC(=S)N\N=C\1/CCSc2c(F)cc(F)cc12	CHEMBL2062898	5.82	IC50	A
1232	NC(=S)N\N=C\1/CCSc2c(F)cc(Br)cc12	CHEMBL2062900	6.36	IC50	B
1233	Cc1ccc2SCC\C(=N/NC(=S)N)\c2c1	CHEMBL2062901	6.67	IC50	B
1234	CCc1ccc2SCC\C(=N/NC(=S)N)\c2c1	CHEMBL2062902	5.57	IC50	A
1235	NC(=S)N\N=C\1/CCSc2ccc(cc12)C(F)(F)F	CHEMBL2062906	6.55	IC50	B
1236	NC(=S)N\N=C\1/CCSc2ccc(OC(F)(F)F)cc12	CHEMBL2062907	6.59	IC50	B
1237	NC(=S)N\N=C\1/CCSc2ccc(cc12)[N+](=O)[O-]	CHEMBL2062909	7.17	IC50	B
1238	NC(=S)N\N=C\1/CCS(=O)(=O)c2ccc(Br)cc12	CHEMBL214219	6.24	IC50	B
1239	NC(=S)N\N=C\1/CCS(=O)(=O)c2cc(F)c(F)cc12	CHEMBL2062915	5.44	IC50	A
1240	NC(=S)N\N=C\1/CCS(=O)(=O)c2c(F)cc(Br)cc12	CHEMBL2062918	5.95	IC50	A
1241	CCc1ccc2c(c1)\C(=N\NC(=S)N)\CCS2(=O)=O	CHEMBL2062920	5.19	IC50	A
1242	NC(=S)N\N=C\1/CCS(=O)(=O)c2ccc(cc12)C(F)(F)F	CHEMBL2062923	6.58	IC50	B
1243	NC(=S)N\N=C\1/CCS(=O)(=O)c2ccc(OC(F)(F)F)cc12	CHEMBL2062924	5.4	IC50	A
1244	NC(=S)N\N=C\1/CCS(=O)(=O)c2ccc(cc12)[N+](=O)[O-]	CHEMBL2062926	6.95	IC50	B
1245	CS(=O)(=O)c1ccc2nc(sc2c1)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N	CHEMBL2070947	5.0	IC50	A
1246	CC(C)CS(=O)(=O)C[C@H](NC(=O)c1ccccc1)C(=O)NCC#N	CHEMBL2153172	4.43	Ki	A
1247	CC(C)CS(=O)(=O)C[C@H](NC(=O)c1ccccc1)C(=O)N(C)N(C)C#N	CHEMBL2153161	7.82	Ki	B
1248	O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCc3ccccc3C2	CHEMBL2164674	5.51	IC50	A
1249	CCC1S\C(=N\N=C(/C)\COc2ccccc2)\NC1=S	CHEMBL2180345	4.86	IC50	A
1250	C\C(=N/N=C\1/SC(C(=S)N1c2ccccc2)c3ccccc3)\COc4ccccc4	CHEMBL2180344	4.97	IC50	A
1251	C[C@H](C#N)n1cc(nn1)[C@@H](NC(=O)c2ccsc2)C3CCCCC3	CHEMBL2207571	7.3	IC50	B
1252	C[C@H](C#N)n1cc(nn1)[C@@](C)(NC(=O)c2ccsc2)C3CCCCC3	CHEMBL2207570	6.89	IC50	B
1253	O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccsc4	CHEMBL2207569	6.3	IC50	B
1254	C[C@](NC(=O)c1ccsc1)(C2CCCCC2)c3cn(nn3)C4(CC4)C#N	CHEMBL2207568	5.89	IC50	A
1255	C[C@@H]1CC[C@H](CC1)[C@](C)(NC(=O)c2ccsc2)c3cn(nn3)C4(CC4)C#N	CHEMBL2207567	5.05	IC50	A
1256	C[C@@H]1CC[C@H](CC1)[C@](C)(NC(=O)c2ccsc2)c3cn(CC#N)nn3	CHEMBL2207565	6.0	IC50	B
1257	C[C@H](C#N)n1cc(nn1)[C@@](C)(NC(=O)c2ccsc2)[C@@H]3CC[C@@H](C)CC3	CHEMBL2207564	6.4	IC50	B
1258	C[C@@H](C#N)n1cc(nn1)[C@@](C)(NC(=O)c2ccsc2)[C@@H]3CC[C@@H](C)CC3	CHEMBL2207563	4.75	IC50	A
1259	CCCC[C@H](C#N)n1cc(nn1)[C@@](C)(NC(=O)c2ccsc2)[C@@H]3CC[C@@H](C)CC3	CHEMBL2207562	6.22	IC50	B
1260	Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)CC2CC2)C(=O)NC3(CC3)C#N)C(F)(F)F	CHEMBL251327	7.21	IC50	B
1261	CS(=O)(=O)C[C@H](N[C@@H](c1ccc(F)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N	CHEMBL249915	6.64	IC50	B
1262	O=C(NC1(CC1)C#N)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3	CHEMBL2207560	6.7	IC50	B
1263	CN1CCC(CC1)(NC(=O)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3)C#N	CHEMBL1236882	6.0	IC50	B
1268	Fc1cc(I)ccc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)S(=O)(=O)c5ccccc5Cl	CHEMBL2335184	8.37	IC50	C
1269	Fc1cc(Br)ccc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)S(=O)(=O)c5ccccc5Cl	CHEMBL2335183	8.19	IC50	C
1270	Fc1cc(Cl)ccc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)S(=O)(=O)c5ccccc5Cl	CHEMBL2335182	7.52	IC50	B
1271	Clc1ccccc1S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3(CC3)c4ccc(I)cc4)C(=O)NC5(CC5)C#N	CHEMBL2335181	8.19	IC50	C
1272	Clc1ccccc1S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3(CC3)c4ccc(Br)cc4)C(=O)NC5(CC5)C#N	CHEMBL2335180	7.92	IC50	B
1273	Clc1ccc(cc1)C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)S(=O)(=O)c5ccccc5Cl	CHEMBL2335179	7.66	IC50	B
1274	NC(=S)N\N=C\1/CC[S+]([O-])c2ccc(cc12)[N+](=O)[O-]	CHEMBL2376008	5.76	IC50	A
1275	NC(=S)N\N=C\1/CCCSc2ccc(cc12)[N+](=O)[O-]	CHEMBL2376012	6.18	IC50	B
1276	NC(=S)N\N=C\1/CCNc2ccc(cc12)[N+](=O)[O-]	CHEMBL2376002	6.35	IC50	B
1277	NC(=S)N\N=C\1/CCOc2ccc(Cl)cc12	CHEMBL1975473	6.43	IC50	B
1278	NC(=S)N\N=C\1/CCNc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-]	CHEMBL2376004	6.47	IC50	B
1279	NC(=S)N\N=C\1/CCN(c2ccc(cc12)[N+](=O)[O-])[N+](=O)[O-]	CHEMBL2376003	6.64	IC50	B
1280	NC(=S)N\N=C\1/CCNc2ccc(Br)cc12	CHEMBL2376019	6.79	IC50	B
1281	[O-][N+](=O)c1ccc(cc1)C(=O)\C=C\c2ccc(cc2)N3CCCC3	CHEMBL2382119	5.03	IC50	A
1282	Fc1ccc(cc1)C(=O)\C=C\c2ccc(cc2)N3CCCC3	CHEMBL2382118	4.25	IC50	A
1283	Oc1ccc(C(=O)\C=C\c2ccc(cc2)N3CCCC3)c(O)c1	CHEMBL2382117	5.33	IC50	A
1284	Oc1ccc(cc1)C(=O)\C=C\c2ccc(cc2)N3CCCC3	CHEMBL2382116	5.5	IC50	A
1285	COc1cc(O)ccc1C(=O)\C=C\c2ccc(F)cc2	CHEMBL2382115	4.04	IC50	A
1286	COc1ccc(C(=O)\C=C\c2ccc(F)cc2)c(O)c1	CHEMBL2148111	4.01	IC50	A
1287	COc1cc(O)ccc1\C=C\C(=O)c2ccc(N)cc2	CHEMBL2382114	4.48	IC50	A
1288	COc1cc(O)ccc1\C=C\C(=O)c2ccc(NC(=O)C)cc2	CHEMBL2382113	4.41	IC50	A
1289	COc1cc(O)ccc1\C=C\C(=O)c2ccc(F)cc2	CHEMBL2382112	4.13	IC50	A
1290	COc1cc(O)ccc1\C=C\C(=O)c2ccc(O)cc2	CHEMBL141530	4.52	IC50	A
1291	COc1ccc(C(=O)\C=C\c2ccc(OC)c(Br)c2)c(O)c1	CHEMBL2382056	4.34	IC50	A
